original_path,original_size_bytes,avif_size_bytes,avif_compression_ratio
oc-content/uploads/60749/60749_original.png,358263,12972,27.62
oc-content/uploads/60749/60749_thumbnail.png,90518,4478,20.21
oc-content/uploads/60749/60749.png,427935,12696,33.71
oc-content/uploads/46885/46885_original.png,181999,7697,23.65
oc-content/uploads/46885/46885_preview.png,195422,7198,27.15
oc-content/uploads/46885/46885.png,322442,9881,32.63
oc-content/uploads/46885/46885_thumbnail.png,70462,3707,19.01
oc-content/uploads/12369/12369_original.png,85838,1512,56.77
oc-content/uploads/12369/12369.png,152066,2018,75.35
oc-content/uploads/12369/12369_thumbnail.png,41421,858,48.28
oc-content/uploads/12369/12369_preview.png,99758,1487,67.09
oc-content/uploads/19781/19781_original.png,527820,34192,15.44
oc-content/uploads/19781/19781_thumbnail.png,107006,6979,15.33
oc-content/uploads/19781/19781_preview.png,346164,20846,16.61
oc-content/uploads/19781/19781.png,614869,33747,18.22
oc-content/uploads/29928/29928.png,414543,15107,27.44
oc-content/uploads/29928/29928_original.png,240977,12380,19.47
oc-content/uploads/29928/29928_preview.png,250004,11021,22.68
oc-content/uploads/29928/29928_thumbnail.png,86072,4892,17.59
oc-content/uploads/42419/42419_thumbnail.png,83994,4118,20.4
oc-content/uploads/42419/42419_original.png,213766,7881,27.12
oc-content/uploads/42419/42419_preview.png,234234,7709,30.38
oc-content/uploads/42419/42419.png,385513,10558,36.51
oc-content/uploads/51832/51832_original.png,385397,17012,22.65
oc-content/uploads/51832/51832.png,460832,16828,27.38
oc-content/uploads/51832/51832_thumbnail.png,92019,4988,18.45
oc-content/uploads/51832/51832_preview.png,270342,11393,23.73
oc-content/uploads/78584/78584_original.png,74962,4537,16.52
oc-content/uploads/78584/78584.png,173592,7424,23.38
oc-content/uploads/78584/78584_preview.png,103219,4997,20.66
oc-content/uploads/78584/78584_thumbnail.png,37928,2116,17.92
oc-content/uploads/47359/47359_preview.png,334206,20170,16.57
oc-content/uploads/47359/47359_original.png,305755,22303,13.71
oc-content/uploads/47359/47359_thumbnail.png,112615,8708,12.93
oc-content/uploads/47359/47359.png,557450,27383,20.36
oc-content/uploads/81075/81075_original.png,285046,16359,17.42
oc-content/uploads/81075/81075_preview.png,225624,12139,18.59
oc-content/uploads/81075/81075_thumbnail.png,79262,5300,14.96
oc-content/uploads/81075/81075.png,376887,17042,22.12
oc-content/uploads/17429/17429_original.png,149119,5044,29.56
oc-content/uploads/17429/17429_preview.png,174759,4782,36.55
oc-content/uploads/17429/17429.png,279799,6643,42.12
oc-content/uploads/17429/17429_thumbnail.png,65223,2586,25.22
oc-content/uploads/29326/29326_preview.png,198472,5774,34.37
oc-content/uploads/29326/29326.png,326330,8252,39.55
oc-content/uploads/29326/29326_thumbnail.png,71243,2647,26.91
oc-content/uploads/29326/29326_original.png,184759,6194,29.83
oc-content/uploads/65009/65009_original.png,295351,10051,29.39
oc-content/uploads/65009/65009.png,351965,10027,35.1
oc-content/uploads/65009/65009_thumbnail.png,75808,3604,21.03
oc-content/uploads/65009/65009_preview.png,210292,7229,29.09
oc-content/uploads/12967/12967.png,286608,7544,37.99
oc-content/uploads/12967/12967_preview.png,173642,4731,36.7
oc-content/uploads/12967/12967_original.png,193185,6606,29.24
oc-content/uploads/12967/12967_thumbnail.png,58998,2115,27.9
oc-content/uploads/35779/35779_original.png,510416,31654,16.12
oc-content/uploads/35779/35779_thumbnail.png,100815,5854,17.22
oc-content/uploads/35779/35779.png,585374,31989,18.3
oc-content/uploads/35779/35779_preview.png,327670,19256,17.02
oc-content/uploads/79456/79456_preview.png,286291,15573,18.38
oc-content/uploads/79456/79456_thumbnail.png,96952,6037,16.06
oc-content/uploads/79456/79456_original.png,276946,17436,15.88
oc-content/uploads/79456/79456.png,486405,22981,21.17
oc-content/uploads/6842/6842_original.png,193154,12305,15.7
oc-content/uploads/6842/6842.png,347277,15333,22.65
oc-content/uploads/6842/6842_preview.png,211238,11085,19.06
oc-content/uploads/6842/6842_thumbnail.png,74315,4656,15.96
oc-content/uploads/73950/73950_thumbnail.png,90487,5881,15.39
oc-content/uploads/73950/73950.png,484582,22518,21.52
oc-content/uploads/73950/73950_preview.png,280206,15348,18.26
oc-content/uploads/73950/73950_original.png,379745,21094,18.0
oc-content/uploads/13089/13089_thumbnail.png,59631,2112,28.23
oc-content/uploads/13089/13089_original.png,145920,5396,27.04
oc-content/uploads/13089/13089_preview.png,162524,4652,34.94
oc-content/uploads/13089/13089.png,260009,6893,37.72
oc-content/uploads/18461/18461.png,572945,27088,21.15
oc-content/uploads/18461/18461_original.png,364774,23609,15.45
oc-content/uploads/18461/18461_thumbnail.png,114580,9123,12.56
oc-content/uploads/18461/18461_preview.png,341000,20146,16.93
oc-content/uploads/81849/81849_preview.png,225155,7069,31.85
oc-content/uploads/81849/81849_thumbnail.png,77670,3328,23.34
oc-content/uploads/81849/81849.png,379408,9854,38.5
oc-content/uploads/81849/81849_original.png,258991,8735,29.65
oc-content/uploads/9036/9036_preview.png,199998,6487,30.83
oc-content/uploads/9036/9036_original.png,152955,5757,26.57
oc-content/uploads/9036/9036.png,323201,8620,37.49
oc-content/uploads/9036/9036_thumbnail.png,77129,3588,21.5
oc-content/uploads/48311/48311_thumbnail.png,70583,4056,17.4
oc-content/uploads/48311/48311_preview.png,189173,8912,21.23
oc-content/uploads/48311/48311_original.png,214250,10966,19.54
oc-content/uploads/48311/48311.png,305901,11700,26.15
oc-content/uploads/65835/65835_preview.png,207844,5259,39.52
oc-content/uploads/65835/65835.png,342683,8535,40.15
oc-content/uploads/65835/65835_thumbnail.png,73472,2662,27.6
oc-content/uploads/65835/65835_original.png,190515,6542,29.12
oc-content/uploads/7990/7990_preview.png,156699,4157,37.7
oc-content/uploads/7990/7990_thumbnail.png,60181,2100,28.66
oc-content/uploads/7990/7990.png,248871,5939,41.9
oc-content/uploads/7990/7990_original.png,141458,4615,30.65
oc-content/uploads/72882/72882_original.png,108944,2958,36.83
oc-content/uploads/72882/72882_preview.png,130239,2781,46.83
oc-content/uploads/72882/72882.png,205954,3962,51.98
oc-content/uploads/72882/72882_thumbnail.png,51560,1697,30.38
oc-content/uploads/56019/56019.png,393964,11451,34.4
oc-content/uploads/56019/56019_preview.png,238068,7515,31.68
oc-content/uploads/56019/56019_original.png,213399,8365,25.51
oc-content/uploads/56019/56019_thumbnail.png,82894,3095,26.78
oc-content/uploads/21977/21977_original.png,422498,25584,16.51
oc-content/uploads/21977/21977.png,497160,25205,19.72
oc-content/uploads/21977/21977_preview.png,280452,15428,18.18
oc-content/uploads/21977/21977_thumbnail.png,88886,4710,18.87
oc-content/uploads/74349/74349.png,287002,5934,48.37
oc-content/uploads/74349/74349_thumbnail.png,66358,2070,32.06
oc-content/uploads/74349/74349_preview.png,179884,4226,42.57
oc-content/uploads/74349/74349_original.png,153766,4560,33.72
oc-content/uploads/38066/38066_preview.png,170661,6001,28.44
oc-content/uploads/38066/38066_thumbnail.png,55698,2033,27.4
oc-content/uploads/38066/38066_original.png,158892,7930,20.04
oc-content/uploads/38066/38066.png,280183,9889,28.33
oc-content/uploads/68716/68716_original.png,105187,3852,27.31
oc-content/uploads/68716/68716_preview.png,121628,3636,33.45
oc-content/uploads/68716/68716.png,191949,5040,38.09
oc-content/uploads/68716/68716_thumbnail.png,47063,1931,24.37
oc-content/uploads/24439/24439.png,304081,9280,32.77
oc-content/uploads/24439/24439_original.png,249709,9304,26.84
oc-content/uploads/24439/24439_preview.png,179490,6064,29.6
oc-content/uploads/24439/24439_thumbnail.png,63239,2641,23.95
oc-content/uploads/37812/37812_thumbnail.png,102062,6714,15.2
oc-content/uploads/37812/37812.png,539271,26389,20.44
oc-content/uploads/37812/37812_original.png,367143,23478,15.64
oc-content/uploads/37812/37812_preview.png,317746,18511,17.17
oc-content/uploads/4729/4729.png,232623,7867,29.57
oc-content/uploads/4729/4729_original.png,60914,3783,16.1
oc-content/uploads/4729/4729_thumbnail.png,58517,3218,18.18
oc-content/uploads/4729/4729_preview.png,146358,5802,25.23
oc-content/uploads/56825/56825_preview.png,205020,9025,22.72
oc-content/uploads/56825/56825.png,334131,12897,25.91
oc-content/uploads/56825/56825_original.png,183239,9980,18.36
oc-content/uploads/56825/56825_thumbnail.png,74420,3222,23.1
oc-content/uploads/83722/83722.png,416291,14068,29.59
oc-content/uploads/83722/83722_preview.png,250785,10045,24.97
oc-content/uploads/83722/83722_thumbnail.png,86946,4575,19.0
oc-content/uploads/83722/83722_original.png,235019,11111,21.15
oc-content/uploads/39988/39988_original.png,235033,9914,23.71
oc-content/uploads/39988/39988_preview.png,251205,9609,26.14
oc-content/uploads/39988/39988.png,416226,13229,31.46
oc-content/uploads/39988/39988_thumbnail.png,89113,4901,18.18
oc-content/uploads/59051/59051.png,465768,22154,21.02
oc-content/uploads/59051/59051_original.png,196225,14778,13.28
oc-content/uploads/59051/59051_thumbnail.png,99999,6607,15.14
oc-content/uploads/59051/59051_preview.png,278762,15951,17.48
oc-content/uploads/41892/41892.png,399284,12461,32.04
oc-content/uploads/41892/41892_original.png,304865,11710,26.03
oc-content/uploads/41892/41892_thumbnail.png,77397,3718,20.82
oc-content/uploads/41892/41892_preview.png,235535,8498,27.72
oc-content/uploads/20099/20099_thumbnail.png,78679,3481,22.6
oc-content/uploads/20099/20099_original.png,361156,21249,17.0
oc-content/uploads/20099/20099.png,428744,20391,21.03
oc-content/uploads/20099/20099_preview.png,243388,11727,20.75
oc-content/uploads/40940/40940_thumbnail.png,52789,1805,29.25
oc-content/uploads/40940/40940_preview.png,136421,3175,42.97
oc-content/uploads/40940/40940_original.png,121019,3054,39.63
oc-content/uploads/40940/40940.png,215713,4417,48.84
oc-content/uploads/58183/58183_thumbnail.png,17049,881,19.35
oc-content/uploads/58183/58183_preview.png,41155,1496,27.51
oc-content/uploads/58183/58183.png,64825,1984,32.67
oc-content/uploads/58183/58183_original.png,36473,1590,22.94
oc-content/uploads/29742/29742_original.png,128907,3243,39.75
oc-content/uploads/29742/29742_preview.png,146269,3133,46.69
oc-content/uploads/29742/29742.png,233532,4374,53.39
oc-content/uploads/29742/29742_thumbnail.png,55078,1645,33.48
oc-content/uploads/51658/51658_preview.png,317156,16719,18.97
oc-content/uploads/51658/51658_thumbnail.png,107096,6546,16.36
oc-content/uploads/51658/51658.png,534387,24689,21.64
oc-content/uploads/51658/51658_original.png,285227,20058,14.22
oc-content/uploads/76846/76846.png,326452,7739,42.18
oc-content/uploads/76846/76846_thumbnail.png,74679,2890,25.84
oc-content/uploads/76846/76846_original.png,179721,5869,30.62
oc-content/uploads/76846/76846_preview.png,202250,5577,36.27
oc-content/uploads/3954/3954_original.png,161510,7114,22.7
oc-content/uploads/3954/3954.png,340097,9949,34.18
oc-content/uploads/3954/3954_preview.png,212247,7263,29.22
oc-content/uploads/3954/3954_thumbnail.png,76299,3709,20.57
oc-content/uploads/79032/79032_thumbnail.png,82448,5134,16.06
oc-content/uploads/79032/79032.png,397875,12866,30.92
oc-content/uploads/79032/79032_original.png,346019,12862,26.9
oc-content/uploads/79032/79032_preview.png,233649,9334,25.03
oc-content/uploads/18839/18839.png,494699,21402,23.11
oc-content/uploads/18839/18839_original.png,279077,16775,16.64
oc-content/uploads/18839/18839_thumbnail.png,98284,6437,15.27
oc-content/uploads/18839/18839_preview.png,291667,15154,19.25
oc-content/uploads/73508/73508_thumbnail.png,75758,3409,22.22
oc-content/uploads/73508/73508.png,331285,9548,34.7
oc-content/uploads/73508/73508_original.png,154439,6242,24.74
oc-content/uploads/73508/73508_preview.png,202961,6717,30.22
oc-content/uploads/60923/60923_original.png,309792,13323,23.25
oc-content/uploads/60923/60923_preview.png,269048,10201,26.37
oc-content/uploads/60923/60923.png,452097,14877,30.39
oc-content/uploads/60923/60923_thumbnail.png,89913,4208,21.37
oc-content/uploads/81411/81411_preview.png,128178,2761,46.42
oc-content/uploads/81411/81411.png,205019,3799,53.97
oc-content/uploads/81411/81411_original.png,127140,3078,41.31
oc-content/uploads/81411/81411_thumbnail.png,50408,1471,34.27
oc-content/uploads/77994/77994_preview.png,171258,4779,35.84
oc-content/uploads/77994/77994_original.png,235990,9072,26.01
oc-content/uploads/77994/77994.png,289449,8323,34.78
oc-content/uploads/77994/77994_thumbnail.png,57380,1472,38.98
oc-content/uploads/2886/2886.png,322931,7945,40.65
oc-content/uploads/2886/2886_original.png,182288,6114,29.81
oc-content/uploads/2886/2886_preview.png,197816,5685,34.8
oc-content/uploads/2886/2886_thumbnail.png,70851,2934,24.15
oc-content/uploads/23278/23278_original.png,384024,19904,19.29
oc-content/uploads/23278/23278_thumbnail.png,106696,7141,14.94
oc-content/uploads/23278/23278.png,543239,22414,24.24
oc-content/uploads/23278/23278_preview.png,321331,16212,19.82
oc-content/uploads/28690/28690_thumbnail.png,85717,4756,18.02
oc-content/uploads/28690/28690.png,449745,21274,21.14
oc-content/uploads/28690/28690_original.png,340888,20498,16.63
oc-content/uploads/28690/28690_preview.png,261959,14317,18.3
oc-content/uploads/8580/8580_thumbnail.png,76235,2013,37.87
oc-content/uploads/8580/8580_original.png,170657,4452,38.33
oc-content/uploads/8580/8580.png,329735,6289,52.43
oc-content/uploads/8580/8580_preview.png,205658,4238,48.53
oc-content/uploads/3168/3168_original.png,167285,4368,38.3
oc-content/uploads/3168/3168_preview.png,194037,4571,42.45
oc-content/uploads/3168/3168_thumbnail.png,72064,2499,28.84
oc-content/uploads/3168/3168.png,314452,6240,50.39
oc-content/uploads/18005/18005.png,515686,23610,21.84
oc-content/uploads/18005/18005_original.png,438019,23549,18.6
oc-content/uploads/18005/18005_preview.png,301852,16214,18.62
oc-content/uploads/18005/18005_thumbnail.png,98708,6367,15.5
oc-content/uploads/17871/17871_original.png,172991,6862,25.21
oc-content/uploads/17871/17871.png,329214,8829,37.29
oc-content/uploads/17871/17871_preview.png,203738,6438,31.65
oc-content/uploads/17871/17871_thumbnail.png,72022,2945,24.46
oc-content/uploads/9452/9452_preview.png,102852,3074,33.46
oc-content/uploads/9452/9452.png,164870,4225,39.02
oc-content/uploads/9452/9452_original.png,104987,3520,29.83
oc-content/uploads/9452/9452_thumbnail.png,38477,1560,24.66
oc-content/uploads/48775/48775.png,208509,5667,36.79
oc-content/uploads/48775/48775_original.png,112897,4488,25.16
oc-content/uploads/48775/48775_thumbnail.png,52033,2266,22.96
oc-content/uploads/48775/48775_preview.png,132962,4113,32.33
oc-content/uploads/40518/40518_thumbnail.png,85056,5174,16.44
oc-content/uploads/40518/40518_original.png,347692,16225,21.43
oc-content/uploads/40518/40518.png,421143,16705,25.21
oc-content/uploads/40518/40518_preview.png,249976,11555,21.63
oc-content/uploads/53933/53933.png,358117,10148,35.29
oc-content/uploads/53933/53933_preview.png,217790,7212,30.2
oc-content/uploads/53933/53933_original.png,200562,7636,26.27
oc-content/uploads/53933/53933_thumbnail.png,78599,3434,22.89
oc-content/uploads/38402/38402_thumbnail.png,82268,5573,14.76
oc-content/uploads/38402/38402_preview.png,252088,13604,18.53
oc-content/uploads/38402/38402_original.png,305432,17742,17.22
oc-content/uploads/38402/38402.png,434445,20024,21.7
oc-content/uploads/68372/68372_preview.png,282281,11231,25.13
oc-content/uploads/68372/68372_thumbnail.png,96972,4919,19.71
oc-content/uploads/68372/68372.png,468303,15723,29.78
oc-content/uploads/68372/68372_original.png,269300,12071,22.31
oc-content/uploads/44984/44984_original.png,344894,13306,25.92
oc-content/uploads/44984/44984.png,406738,12928,31.46
oc-content/uploads/44984/44984_thumbnail.png,81688,4317,18.92
oc-content/uploads/44984/44984_preview.png,237606,8865,26.8
oc-content/uploads/10268/10268_original.png,200364,5824,34.4
oc-content/uploads/10268/10268.png,341777,7849,43.54
oc-content/uploads/10268/10268_preview.png,209081,5229,39.98
oc-content/uploads/10268/10268_thumbnail.png,73321,2341,31.32
oc-content/uploads/45856/45856_thumbnail.png,72301,3231,22.38
oc-content/uploads/45856/45856_preview.png,228783,10382,22.04
oc-content/uploads/45856/45856_original.png,344820,17938,19.22
oc-content/uploads/45856/45856.png,397092,16580,23.95
oc-content/uploads/62648/62648.png,279631,7185,38.92
oc-content/uploads/62648/62648_original.png,240000,7329,32.75
oc-content/uploads/62648/62648_thumbnail.png,58762,2379,24.7
oc-content/uploads/62648/62648_preview.png,166044,4951,33.54
oc-content/uploads/32138/32138_original.png,212817,10282,20.7
oc-content/uploads/32138/32138_thumbnail.png,79869,4590,17.4
oc-content/uploads/32138/32138.png,380122,13298,28.58
oc-content/uploads/32138/32138_preview.png,227945,9402,24.24
oc-content/uploads/24861/24861.png,402744,17602,22.88
oc-content/uploads/24861/24861_preview.png,238914,11299,21.14
oc-content/uploads/24861/24861_original.png,261288,14901,17.53
oc-content/uploads/24861/24861_thumbnail.png,78318,3506,22.34
oc-content/uploads/82294/82294_thumbnail.png,76006,3519,21.6
oc-content/uploads/82294/82294.png,434835,22965,18.93
oc-content/uploads/82294/82294_original.png,374687,24668,15.19
oc-content/uploads/82294/82294_preview.png,244724,11663,20.98
oc-content/uploads/36598/36598_preview.png,279876,14264,19.62
oc-content/uploads/36598/36598.png,467981,20485,22.85
oc-content/uploads/36598/36598_thumbnail.png,95241,5844,16.3
oc-content/uploads/36598/36598_original.png,255069,15765,16.18
oc-content/uploads/83346/83346_preview.png,291201,16141,18.04
oc-content/uploads/83346/83346_original.png,304088,19764,15.39
oc-content/uploads/83346/83346.png,491963,22528,21.84
oc-content/uploads/83346/83346_thumbnail.png,98020,7116,13.77
oc-content/uploads/32904/32904_thumbnail.png,90450,4950,18.27
oc-content/uploads/32904/32904.png,430138,13344,32.23
oc-content/uploads/32904/32904_original.png,297670,11641,25.57
oc-content/uploads/32904/32904_preview.png,258454,9961,25.95
oc-content/uploads/59435/59435.png,303339,8807,34.44
oc-content/uploads/59435/59435_preview.png,185782,6405,29.01
oc-content/uploads/59435/59435_original.png,166179,6789,24.48
oc-content/uploads/59435/59435_thumbnail.png,67861,3234,20.98
oc-content/uploads/68140/68140.png,289664,6737,43.0
oc-content/uploads/68140/68140_preview.png,178310,4705,37.9
oc-content/uploads/68140/68140_thumbnail.png,66469,2485,26.75
oc-content/uploads/68140/68140_original.png,164403,5156,31.89
oc-content/uploads/5891/5891_thumbnail.png,83464,3290,25.37
oc-content/uploads/5891/5891.png,396554,9437,42.02
oc-content/uploads/5891/5891_preview.png,236799,6676,35.47
oc-content/uploads/5891/5891_original.png,338859,9257,36.61
oc-content/uploads/70983/70983_original.png,277617,13754,20.18
oc-content/uploads/70983/70983.png,338102,13721,24.64
oc-content/uploads/70983/70983_preview.png,200860,9078,22.13
oc-content/uploads/70983/70983_thumbnail.png,69240,3929,17.62
oc-content/uploads/67934/67934.png,498860,21062,23.69
oc-content/uploads/67934/67934_preview.png,295479,14734,20.05
oc-content/uploads/67934/67934_thumbnail.png,95571,5250,18.2
oc-content/uploads/67934/67934_original.png,344926,18593,18.55
oc-content/uploads/38630/38630.png,302287,7252,41.68
oc-content/uploads/38630/38630_thumbnail.png,70404,2750,25.6
oc-content/uploads/38630/38630_original.png,137102,4765,28.77
oc-content/uploads/38630/38630_preview.png,186587,5165,36.13
oc-content/uploads/4943/4943_preview.png,180897,5205,34.75
oc-content/uploads/4943/4943.png,288159,6931,41.58
oc-content/uploads/4943/4943_original.png,143268,4849,29.55
oc-content/uploads/4943/4943_thumbnail.png,70451,2865,24.59
oc-content/uploads/11188/11188_thumbnail.png,82790,3493,23.7
oc-content/uploads/11188/11188.png,415881,14688,28.31
oc-content/uploads/11188/11188_preview.png,243778,9667,25.22
oc-content/uploads/11188/11188_original.png,358938,15761,22.77
oc-content/uploads/71851/71851_thumbnail.png,89083,4940,18.03
oc-content/uploads/71851/71851_preview.png,243845,10517,23.19
oc-content/uploads/71851/71851.png,398941,14616,27.29
oc-content/uploads/71851/71851_original.png,187928,10069,18.66
oc-content/uploads/69092/69092_thumbnail.png,68155,2896,23.53
oc-content/uploads/69092/69092_preview.png,179542,5810,30.9
oc-content/uploads/69092/69092_original.png,143781,5656,25.42
oc-content/uploads/69092/69092.png,285639,7872,36.29
oc-content/uploads/83948/83948.png,302083,5847,51.66
oc-content/uploads/83948/83948_thumbnail.png,69465,2603,26.69
oc-content/uploads/83948/83948_original.png,205861,5001,41.16
oc-content/uploads/83948/83948_preview.png,185804,4429,41.95
oc-content/uploads/10866/10866_original.png,296112,9826,30.14
oc-content/uploads/10866/10866_preview.png,208897,6142,34.01
oc-content/uploads/10866/10866.png,358785,9246,38.8
oc-content/uploads/10866/10866_thumbnail.png,69186,3030,22.83
oc-content/uploads/37678/37678_original.png,212142,7575,28.01
oc-content/uploads/37678/37678_thumbnail.png,81328,3319,24.5
oc-content/uploads/37678/37678.png,380591,10090,37.72
oc-content/uploads/37678/37678_preview.png,230845,6940,33.26
oc-content/uploads/67108/67108.png,359690,23314,15.43
oc-content/uploads/67108/67108_preview.png,209791,14743,14.23
oc-content/uploads/67108/67108_original.png,302978,23941,12.66
oc-content/uploads/67108/67108_thumbnail.png,64293,3371,19.07
oc-content/uploads/59607/59607_preview.png,153204,6660,23.0
oc-content/uploads/59607/59607.png,244483,9592,25.49
oc-content/uploads/59607/59607_original.png,114599,6534,17.54
oc-content/uploads/59607/59607_thumbnail.png,60606,3203,18.92
