original_path,original_size_bytes,avif_size_bytes,avif_compression_ratio
oc-content/uploads/53759/53759_original.png,217510,16211,13.42
oc-content/uploads/53759/53759_thumbnail.png,103270,8239,12.53
oc-content/uploads/74947/74947_thumbnail.png,79360,6053,13.11
oc-content/uploads/74947/74947_original.png,345008,23222,14.86
oc-content/uploads/74947/74947_preview.png,237701,15949,14.9
oc-content/uploads/74947/74947.png,405693,24247,16.73
oc-content/uploads/1855/1855.png,313137,10971,28.54
oc-content/uploads/1855/1855_preview.png,189691,7857,24.14
oc-content/uploads/1855/1855_original.png,264428,10936,24.18
oc-content/uploads/1855/1855_thumbnail.png,68799,4209,16.35
oc-content/uploads/30805/30805_thumbnail.png,98490,10829,9.1
oc-content/uploads/30805/30805_preview.png,291034,28986,10.04
oc-content/uploads/30805/30805.png,480530,41113,11.69
oc-content/uploads/30805/30805_original.png,279957,30357,9.22
oc-content/uploads/34499/34499_original.png,388845,21862,17.79
oc-content/uploads/34499/34499_preview.png,276524,15104,18.31
oc-content/uploads/34499/34499.png,462219,21851,21.15
oc-content/uploads/34499/34499_thumbnail.png,91950,6184,14.87
oc-content/uploads/81247/81247.png,307449,15288,20.11
oc-content/uploads/81247/81247_original.png,203574,13056,15.59
oc-content/uploads/81247/81247_preview.png,184255,10551,17.46
oc-content/uploads/81247/81247_thumbnail.png,63277,4637,13.65
oc-content/uploads/80395/80395_thumbnail.png,69197,3284,21.07
oc-content/uploads/80395/80395_preview.png,189985,6854,27.72
oc-content/uploads/80395/80395_original.png,174523,7880,22.15
oc-content/uploads/80395/80395.png,312295,10462,29.85
oc-content/uploads/26960/26960.png,386254,20244,19.08
oc-content/uploads/26960/26960_preview.png,231533,14209,16.29
oc-content/uploads/26960/26960_thumbnail.png,78776,5481,14.37
oc-content/uploads/26960/26960_original.png,231288,16223,14.26
oc-content/uploads/79664/79664.png,349937,13259,26.39
oc-content/uploads/79664/79664_thumbnail.png,77282,4441,17.4
oc-content/uploads/79664/79664_preview.png,213355,9391,22.72
oc-content/uploads/79664/79664_original.png,192040,9977,19.25
oc-content/uploads/29114/29114.png,441139,33296,13.25
oc-content/uploads/29114/29114_preview.png,257466,22503,11.44
oc-content/uploads/29114/29114_original.png,366980,32436,11.31
oc-content/uploads/29114/29114_thumbnail.png,83597,7076,11.81
oc-content/uploads/30039/30039_original.png,278885,15558,17.93
oc-content/uploads/30039/30039_thumbnail.png,88287,5789,15.25
oc-content/uploads/30039/30039_preview.png,255235,13349,19.12
oc-content/uploads/30039/30039.png,422953,18768,22.54
oc-content/uploads/9204/9204_original.png,104852,5552,18.89
oc-content/uploads/9204/9204.png,222751,8800,25.31
oc-content/uploads/9204/9204_thumbnail.png,52641,2885,18.25
oc-content/uploads/9204/9204_preview.png,137841,5891,23.4
oc-content/uploads/48123/48123_thumbnail.png,101443,8978,11.3
oc-content/uploads/48123/48123_preview.png,324430,29274,11.08
oc-content/uploads/48123/48123.png,567690,44102,12.87
oc-content/uploads/48123/48123_original.png,481851,41838,11.52
oc-content/uploads/18653/18653.png,514282,32020,16.06
oc-content/uploads/18653/18653_preview.png,306081,23656,12.94
oc-content/uploads/18653/18653_thumbnail.png,103028,10055,10.25
oc-content/uploads/18653/18653_original.png,360932,28558,12.64
oc-content/uploads/797/797_thumbnail.png,90487,6688,13.53
oc-content/uploads/797/797_original.png,401479,25788,15.57
oc-content/uploads/797/797.png,468425,26766,17.5
oc-content/uploads/797/797_preview.png,270821,17092,15.84
oc-content/uploads/47957/47957_thumbnail.png,60724,3258,18.64
oc-content/uploads/47957/47957.png,282525,10603,26.65
oc-content/uploads/47957/47957_original.png,229625,10898,21.07
oc-content/uploads/47957/47957_preview.png,171229,7325,23.38
oc-content/uploads/60749/60749_preview.png,258759,13395,19.32
oc-content/uploads/60749/60749_original.png,358263,19247,18.61
oc-content/uploads/60749/60749_thumbnail.png,90518,6316,14.33
oc-content/uploads/60749/60749.png,427935,18648,22.95
oc-content/uploads/46885/46885_original.png,181999,10676,17.05
oc-content/uploads/46885/46885_preview.png,195422,9918,19.7
oc-content/uploads/46885/46885.png,322442,13959,23.1
oc-content/uploads/46885/46885_thumbnail.png,70462,4926,14.3
oc-content/uploads/12369/12369_original.png,85838,2206,38.91
oc-content/uploads/12369/12369.png,152066,2905,52.35
oc-content/uploads/12369/12369_thumbnail.png,41421,1128,36.72
oc-content/uploads/12369/12369_preview.png,99758,2102,47.46
oc-content/uploads/19781/19781_original.png,527820,44407,11.89
oc-content/uploads/19781/19781_thumbnail.png,107006,9650,11.09
oc-content/uploads/19781/19781_preview.png,346164,29378,11.78
oc-content/uploads/19781/19781.png,614869,47632,12.91
oc-content/uploads/29928/29928.png,414543,20602,20.12
oc-content/uploads/29928/29928_original.png,240977,16261,14.82
oc-content/uploads/29928/29928_preview.png,250004,14957,16.71
oc-content/uploads/29928/29928_thumbnail.png,86072,6655,12.93
oc-content/uploads/42419/42419_thumbnail.png,83994,5481,15.32
oc-content/uploads/42419/42419_original.png,213766,11269,18.97
oc-content/uploads/42419/42419_preview.png,234234,10870,21.55
oc-content/uploads/42419/42419.png,385513,15088,25.55
oc-content/uploads/51832/51832_original.png,385397,23858,16.15
oc-content/uploads/51832/51832.png,460832,24340,18.93
oc-content/uploads/51832/51832_thumbnail.png,92019,6892,13.35
oc-content/uploads/51832/51832_preview.png,270342,16309,16.58
oc-content/uploads/78584/78584_original.png,74962,5969,12.56
oc-content/uploads/78584/78584.png,173592,9805,17.7
oc-content/uploads/78584/78584_preview.png,103219,6635,15.56
oc-content/uploads/78584/78584_thumbnail.png,37928,2943,12.89
oc-content/uploads/47359/47359_preview.png,334206,26938,12.41
oc-content/uploads/47359/47359_original.png,305755,27913,10.95
oc-content/uploads/47359/47359_thumbnail.png,112615,11564,9.74
oc-content/uploads/47359/47359.png,557450,36580,15.24
oc-content/uploads/81075/81075_original.png,285046,22387,12.73
oc-content/uploads/81075/81075_preview.png,225624,16877,13.37
oc-content/uploads/81075/81075_thumbnail.png,79262,7095,11.17
oc-content/uploads/81075/81075.png,376887,24044,15.67
oc-content/uploads/17429/17429_original.png,149119,7235,20.61
oc-content/uploads/17429/17429_preview.png,174759,6689,26.13
oc-content/uploads/17429/17429.png,279799,9376,29.84
oc-content/uploads/17429/17429_thumbnail.png,65223,3403,19.17
oc-content/uploads/29326/29326_preview.png,198472,8767,22.64
oc-content/uploads/29326/29326.png,326330,12243,26.65
oc-content/uploads/29326/29326_thumbnail.png,71243,3781,18.84
oc-content/uploads/29326/29326_original.png,184759,9233,20.01
oc-content/uploads/65009/65009_original.png,295351,14138,20.89
oc-content/uploads/65009/65009.png,351965,14055,25.04
oc-content/uploads/65009/65009_thumbnail.png,75808,4790,15.83
oc-content/uploads/65009/65009_preview.png,210292,9937,21.16
oc-content/uploads/12967/12967.png,286608,11359,25.23
oc-content/uploads/12967/12967_preview.png,173642,7113,24.41
oc-content/uploads/12967/12967_original.png,193185,9543,20.24
oc-content/uploads/12967/12967_thumbnail.png,58998,2882,20.47
oc-content/uploads/35779/35779_original.png,510416,41177,12.4
oc-content/uploads/35779/35779_thumbnail.png,100815,8584,11.74
oc-content/uploads/35779/35779.png,585374,45429,12.89
oc-content/uploads/35779/35779_preview.png,327670,27456,11.93
oc-content/uploads/79456/79456_preview.png,286291,21552,13.28
oc-content/uploads/79456/79456_thumbnail.png,96952,8530,11.37
oc-content/uploads/79456/79456_original.png,276946,22995,12.04
oc-content/uploads/79456/79456.png,486405,31508,15.44
oc-content/uploads/6842/6842_original.png,193154,15879,12.16
oc-content/uploads/6842/6842.png,347277,20905,16.61
oc-content/uploads/6842/6842_preview.png,211238,14928,14.15
oc-content/uploads/6842/6842_thumbnail.png,74315,6329,11.74
oc-content/uploads/73950/73950_thumbnail.png,90487,7838,11.54
oc-content/uploads/73950/73950.png,484582,31710,15.28
oc-content/uploads/73950/73950_preview.png,280206,21380,13.11
oc-content/uploads/73950/73950_original.png,379745,28324,13.41
oc-content/uploads/13089/13089_thumbnail.png,59631,2954,20.19
oc-content/uploads/13089/13089_original.png,145920,7829,18.64
oc-content/uploads/13089/13089_preview.png,162524,6740,24.11
oc-content/uploads/13089/13089.png,260009,10315,25.21
oc-content/uploads/18461/18461.png,572945,36867,15.54
oc-content/uploads/18461/18461_original.png,364774,30309,12.04
oc-content/uploads/18461/18461_thumbnail.png,114580,11982,9.56
oc-content/uploads/18461/18461_preview.png,341000,27210,12.53
oc-content/uploads/81849/81849_preview.png,225155,9928,22.68
oc-content/uploads/81849/81849_thumbnail.png,77670,4562,17.03
oc-content/uploads/81849/81849.png,379408,14135,26.84
oc-content/uploads/81849/81849_original.png,258991,12289,21.08
oc-content/uploads/9036/9036_preview.png,199998,8892,22.49
oc-content/uploads/9036/9036_original.png,152955,7994,19.13
oc-content/uploads/9036/9036.png,323201,11796,27.4
oc-content/uploads/9036/9036_thumbnail.png,77129,4842,15.93
oc-content/uploads/48311/48311_thumbnail.png,70583,5855,12.06
oc-content/uploads/48311/48311_preview.png,189173,12661,14.94
oc-content/uploads/48311/48311_original.png,214250,15375,13.93
oc-content/uploads/48311/48311.png,305901,16195,18.89
oc-content/uploads/65835/65835_preview.png,207844,8818,23.57
oc-content/uploads/65835/65835.png,342683,13658,25.09
oc-content/uploads/65835/65835_thumbnail.png,73472,3733,19.68
oc-content/uploads/65835/65835_original.png,190515,10242,18.6
oc-content/uploads/7990/7990_preview.png,156699,5964,26.27
oc-content/uploads/7990/7990_thumbnail.png,60181,2911,20.67
oc-content/uploads/7990/7990.png,248871,8363,29.76
oc-content/uploads/7990/7990_original.png,141458,6492,21.79
oc-content/uploads/72882/72882_original.png,108944,4075,26.73
oc-content/uploads/72882/72882_preview.png,130239,3887,33.51
oc-content/uploads/72882/72882.png,205954,5609,36.72
oc-content/uploads/72882/72882_thumbnail.png,51560,2212,23.31
oc-content/uploads/56019/56019.png,393964,17310,22.76
oc-content/uploads/56019/56019_preview.png,238068,11986,19.86
oc-content/uploads/56019/56019_original.png,213399,12909,16.53
oc-content/uploads/56019/56019_thumbnail.png,82894,4718,17.57
oc-content/uploads/21977/21977_original.png,422498,34403,12.28
oc-content/uploads/21977/21977.png,497160,37264,13.34
oc-content/uploads/21977/21977_preview.png,280452,23161,12.11
oc-content/uploads/21977/21977_thumbnail.png,88886,7024,12.65
oc-content/uploads/74349/74349.png,287002,8753,32.79
oc-content/uploads/74349/74349_thumbnail.png,66358,2957,22.44
oc-content/uploads/74349/74349_preview.png,179884,6189,29.07
oc-content/uploads/74349/74349_original.png,153766,6637,23.17
oc-content/uploads/38066/38066_preview.png,170661,9417,18.12
oc-content/uploads/38066/38066_thumbnail.png,55698,2862,19.46
oc-content/uploads/38066/38066_original.png,158892,11848,13.41
oc-content/uploads/38066/38066.png,280183,15377,18.22
oc-content/uploads/68716/68716_original.png,105187,5475,19.21
oc-content/uploads/68716/68716_preview.png,121628,4993,24.36
oc-content/uploads/68716/68716.png,191949,7191,26.69
oc-content/uploads/68716/68716_thumbnail.png,47063,2541,18.52
oc-content/uploads/24439/24439.png,304081,13719,22.16
oc-content/uploads/24439/24439_original.png,249709,13552,18.43
oc-content/uploads/24439/24439_preview.png,179490,8659,20.73
oc-content/uploads/24439/24439_thumbnail.png,63239,3684,17.17
oc-content/uploads/37812/37812_thumbnail.png,102062,9298,10.98
oc-content/uploads/37812/37812.png,539271,36784,14.66
oc-content/uploads/37812/37812_original.png,367143,30463,12.05
oc-content/uploads/37812/37812_preview.png,317746,25852,12.29
oc-content/uploads/4729/4729.png,232623,10517,22.12
oc-content/uploads/4729/4729_original.png,60914,4961,12.28
oc-content/uploads/4729/4729_thumbnail.png,58517,4239,13.8
oc-content/uploads/4729/4729_preview.png,146358,7856,18.63
oc-content/uploads/56825/56825_preview.png,205020,13302,15.41
oc-content/uploads/56825/56825.png,334131,18173,18.39
oc-content/uploads/56825/56825_original.png,183239,14123,12.97
oc-content/uploads/56825/56825_thumbnail.png,74420,5359,13.89
oc-content/uploads/83722/83722.png,416291,19674,21.16
oc-content/uploads/83722/83722_preview.png,250785,14024,17.88
oc-content/uploads/83722/83722_thumbnail.png,86946,6349,13.69
oc-content/uploads/83722/83722_original.png,235019,15155,15.51
oc-content/uploads/39988/39988_original.png,235033,13906,16.9
oc-content/uploads/39988/39988_preview.png,251205,13334,18.84
oc-content/uploads/39988/39988.png,416226,18418,22.6
oc-content/uploads/39988/39988_thumbnail.png,89113,6638,13.42
oc-content/uploads/59051/59051.png,465768,29069,16.02
oc-content/uploads/59051/59051_original.png,196225,18396,10.67
oc-content/uploads/59051/59051_thumbnail.png,99999,9186,10.89
oc-content/uploads/59051/59051_preview.png,278762,20684,13.48
oc-content/uploads/41892/41892.png,399284,17925,22.28
oc-content/uploads/41892/41892_original.png,304865,16481,18.5
oc-content/uploads/41892/41892_thumbnail.png,77397,4944,15.65
oc-content/uploads/41892/41892_preview.png,235535,11925,19.75
oc-content/uploads/20099/20099_thumbnail.png,78679,5369,14.65
oc-content/uploads/20099/20099_original.png,361156,28623,12.62
oc-content/uploads/20099/20099.png,428744,30688,13.97
oc-content/uploads/20099/20099_preview.png,243388,17966,13.55
oc-content/uploads/40940/40940_thumbnail.png,52789,2468,21.39
oc-content/uploads/40940/40940_preview.png,136421,4530,30.12
oc-content/uploads/40940/40940_original.png,121019,4442,27.24
oc-content/uploads/40940/40940.png,215713,6289,34.3
oc-content/uploads/58183/58183_thumbnail.png,17049,1073,15.89
oc-content/uploads/58183/58183_preview.png,41155,1933,21.29
oc-content/uploads/58183/58183.png,64825,2633,24.62
oc-content/uploads/58183/58183_original.png,36473,2136,17.08
oc-content/uploads/29742/29742_original.png,128907,4726,27.28
oc-content/uploads/29742/29742_preview.png,146269,4382,33.38
oc-content/uploads/29742/29742.png,233532,6230,37.49
oc-content/uploads/29742/29742_thumbnail.png,55078,2254,24.44
oc-content/uploads/51658/51658_preview.png,317156,23642,13.41
oc-content/uploads/51658/51658_thumbnail.png,107096,8850,12.1
oc-content/uploads/51658/51658.png,534387,34035,15.7
oc-content/uploads/51658/51658_original.png,285227,27757,10.28
oc-content/uploads/76846/76846.png,326452,11105,29.4
oc-content/uploads/76846/76846_thumbnail.png,74679,4133,18.07
oc-content/uploads/76846/76846_original.png,179721,8494,21.16
oc-content/uploads/76846/76846_preview.png,202250,8060,25.09
oc-content/uploads/3954/3954_original.png,161510,9824,16.44
oc-content/uploads/3954/3954.png,340097,14003,24.29
oc-content/uploads/3954/3954_preview.png,212247,10408,20.39
oc-content/uploads/3954/3954_thumbnail.png,76299,4882,15.63
oc-content/uploads/79032/79032_thumbnail.png,82448,6640,12.42
oc-content/uploads/79032/79032.png,397875,18497,21.51
oc-content/uploads/79032/79032_original.png,346019,18262,18.95
oc-content/uploads/79032/79032_preview.png,233649,12884,18.13
oc-content/uploads/18839/18839.png,494699,29225,16.93
oc-content/uploads/18839/18839_original.png,279077,22057,12.65
oc-content/uploads/18839/18839_thumbnail.png,98284,8872,11.08
oc-content/uploads/18839/18839_preview.png,291667,20778,14.04
oc-content/uploads/73508/73508_thumbnail.png,75758,4623,16.39
oc-content/uploads/73508/73508.png,331285,13268,24.97
oc-content/uploads/73508/73508_original.png,154439,8739,17.67
oc-content/uploads/73508/73508_preview.png,202961,9307,21.81
oc-content/uploads/60923/60923_original.png,309792,18861,16.43
oc-content/uploads/60923/60923_preview.png,269048,15580,17.27
oc-content/uploads/60923/60923.png,452097,22212,20.35
oc-content/uploads/60923/60923_thumbnail.png,89913,5995,15.0
oc-content/uploads/81411/81411_preview.png,128178,4069,31.5
oc-content/uploads/81411/81411.png,205019,5508,37.22
oc-content/uploads/81411/81411_original.png,127140,4607,27.6
oc-content/uploads/81411/81411_thumbnail.png,50408,1975,25.52
oc-content/uploads/77994/77994_preview.png,171258,9008,19.01
oc-content/uploads/77994/77994_original.png,235990,14039,16.81
oc-content/uploads/77994/77994.png,289449,13984,20.7
oc-content/uploads/77994/77994_thumbnail.png,57380,2481,23.13
oc-content/uploads/2886/2886.png,322931,11499,28.08
oc-content/uploads/2886/2886_original.png,182288,8942,20.39
oc-content/uploads/2886/2886_preview.png,197816,8123,24.35
oc-content/uploads/2886/2886_thumbnail.png,70851,4031,17.58
oc-content/uploads/23278/23278_original.png,384024,27017,14.21
oc-content/uploads/23278/23278_thumbnail.png,106696,9974,10.7
oc-content/uploads/23278/23278.png,543239,31459,17.27
oc-content/uploads/23278/23278_preview.png,321331,22952,14.0
oc-content/uploads/28690/28690_thumbnail.png,85717,6721,12.75
oc-content/uploads/28690/28690.png,449745,30377,14.81
oc-content/uploads/28690/28690_original.png,340888,27063,12.6
oc-content/uploads/28690/28690_preview.png,261959,20010,13.09
oc-content/uploads/8580/8580_thumbnail.png,76235,3032,25.14
oc-content/uploads/8580/8580_original.png,170657,7361,23.18
oc-content/uploads/8580/8580.png,329735,9883,33.36
oc-content/uploads/8580/8580_preview.png,205658,6761,30.42
oc-content/uploads/3168/3168_original.png,167285,6276,26.65
oc-content/uploads/3168/3168_preview.png,194037,6335,30.63
oc-content/uploads/3168/3168_thumbnail.png,72064,3384,21.3
oc-content/uploads/3168/3168.png,314452,8948,35.14
oc-content/uploads/18005/18005.png,515686,33043,15.61
oc-content/uploads/18005/18005_original.png,438019,31973,13.7
oc-content/uploads/18005/18005_preview.png,301852,22666,13.32
oc-content/uploads/18005/18005_thumbnail.png,98708,8764,11.26
oc-content/uploads/17871/17871_original.png,172991,9718,17.8
oc-content/uploads/17871/17871.png,329214,12758,25.8
oc-content/uploads/17871/17871_preview.png,203738,9284,21.95
oc-content/uploads/17871/17871_thumbnail.png,72022,4208,17.12
oc-content/uploads/9452/9452_preview.png,102852,4111,25.02
oc-content/uploads/9452/9452.png,164870,5862,28.13
oc-content/uploads/9452/9452_original.png,104987,4893,21.46
oc-content/uploads/9452/9452_thumbnail.png,38477,1943,19.8
oc-content/uploads/48775/48775.png,208509,7833,26.62
oc-content/uploads/48775/48775_original.png,112897,6296,17.93
oc-content/uploads/48775/48775_thumbnail.png,52033,3022,17.22
oc-content/uploads/48775/48775_preview.png,132962,5783,22.99
oc-content/uploads/40518/40518_thumbnail.png,85056,7012,12.13
oc-content/uploads/40518/40518_original.png,347692,22352,15.56
oc-content/uploads/40518/40518.png,421143,23370,18.02
oc-content/uploads/40518/40518_preview.png,249976,16060,15.57
oc-content/uploads/53933/53933.png,358117,14475,24.74
oc-content/uploads/53933/53933_preview.png,217790,10248,21.25
oc-content/uploads/53933/53933_original.png,200562,10841,18.5
oc-content/uploads/53933/53933_thumbnail.png,78599,4757,16.52
oc-content/uploads/38402/38402_thumbnail.png,82268,7411,11.1
oc-content/uploads/38402/38402_preview.png,252088,18898,13.34
oc-content/uploads/38402/38402_original.png,305432,23188,13.17
oc-content/uploads/38402/38402.png,434445,27584,15.75
oc-content/uploads/68372/68372_preview.png,282281,16216,17.41
oc-content/uploads/68372/68372_thumbnail.png,96972,7286,13.31
oc-content/uploads/68372/68372.png,468303,22373,20.93
oc-content/uploads/68372/68372_original.png,269300,17164,15.69
oc-content/uploads/44984/44984_original.png,344894,19050,18.1
oc-content/uploads/44984/44984.png,406738,19116,21.28
oc-content/uploads/44984/44984_thumbnail.png,81688,5708,14.31
oc-content/uploads/44984/44984_preview.png,237606,12616,18.83
oc-content/uploads/10268/10268_original.png,200364,8824,22.71
oc-content/uploads/10268/10268.png,341777,11696,29.22
oc-content/uploads/10268/10268_preview.png,209081,7772,26.9
oc-content/uploads/10268/10268_thumbnail.png,73321,3378,21.71
oc-content/uploads/45856/45856_thumbnail.png,72301,4824,14.99
oc-content/uploads/45856/45856_preview.png,228783,15199,15.05
oc-content/uploads/45856/45856_original.png,344820,23720,14.54
oc-content/uploads/45856/45856.png,397092,24074,16.49
oc-content/uploads/62648/62648.png,279631,10425,26.82
oc-content/uploads/62648/62648_original.png,240000,10570,22.71
oc-content/uploads/62648/62648_thumbnail.png,58762,3310,17.75
oc-content/uploads/62648/62648_preview.png,166044,7171,23.15
oc-content/uploads/32138/32138_original.png,212817,13771,15.45
oc-content/uploads/32138/32138_thumbnail.png,79869,6023,13.26
oc-content/uploads/32138/32138.png,380122,18721,20.3
oc-content/uploads/32138/32138_preview.png,227945,13026,17.5
oc-content/uploads/24861/24861.png,402744,25579,15.75
oc-content/uploads/24861/24861_preview.png,238914,17167,13.92
oc-content/uploads/24861/24861_original.png,261288,20485,12.76
oc-content/uploads/24861/24861_thumbnail.png,78318,5478,14.3
oc-content/uploads/82294/82294_thumbnail.png,76006,5257,14.46
oc-content/uploads/82294/82294.png,434835,35107,12.39
oc-content/uploads/82294/82294_original.png,374687,33899,11.05
oc-content/uploads/82294/82294_preview.png,244724,18879,12.96
oc-content/uploads/36598/36598_preview.png,279876,19250,14.54
oc-content/uploads/36598/36598.png,467981,27588,16.96
oc-content/uploads/36598/36598_thumbnail.png,95241,7909,12.04
oc-content/uploads/36598/36598_original.png,255069,20304,12.56
oc-content/uploads/83346/83346_preview.png,291201,21787,13.37
oc-content/uploads/83346/83346_original.png,304088,25561,11.9
oc-content/uploads/83346/83346.png,491963,30423,16.17
oc-content/uploads/83346/83346_thumbnail.png,98020,9414,10.41
oc-content/uploads/32904/32904_thumbnail.png,90450,6760,13.38
oc-content/uploads/32904/32904.png,430138,18707,22.99
oc-content/uploads/32904/32904_original.png,297670,16368,18.19
oc-content/uploads/32904/32904_preview.png,258454,13744,18.8
oc-content/uploads/59435/59435.png,303339,12004,25.27
oc-content/uploads/59435/59435_preview.png,185782,8745,21.24
oc-content/uploads/59435/59435_original.png,166179,9179,18.1
oc-content/uploads/59435/59435_thumbnail.png,67861,4268,15.9
oc-content/uploads/68140/68140.png,289664,9761,29.68
oc-content/uploads/68140/68140_preview.png,178310,6804,26.21
oc-content/uploads/68140/68140_thumbnail.png,66469,3398,19.56
oc-content/uploads/68140/68140_original.png,164403,7399,22.22
oc-content/uploads/5891/5891_thumbnail.png,83464,4789,17.43
oc-content/uploads/5891/5891.png,396554,13914,28.5
oc-content/uploads/5891/5891_preview.png,236799,9796,24.17
oc-content/uploads/5891/5891_original.png,338859,13648,24.83
oc-content/uploads/70983/70983_original.png,277617,18998,14.61
oc-content/uploads/70983/70983.png,338102,19266,17.55
oc-content/uploads/70983/70983_preview.png,200860,12536,16.02
oc-content/uploads/70983/70983_thumbnail.png,69240,5097,13.58
oc-content/uploads/67934/67934.png,498860,30035,16.61
oc-content/uploads/67934/67934_preview.png,295479,20970,14.09
oc-content/uploads/67934/67934_thumbnail.png,95571,7383,12.94
oc-content/uploads/67934/67934_original.png,344926,25127,13.73
oc-content/uploads/38630/38630.png,302287,10202,29.63
oc-content/uploads/38630/38630_thumbnail.png,70404,3823,18.42
oc-content/uploads/38630/38630_original.png,137102,6807,20.14
oc-content/uploads/38630/38630_preview.png,186587,7323,25.48
oc-content/uploads/4943/4943_preview.png,180897,7226,25.03
oc-content/uploads/4943/4943.png,288159,9542,30.2
oc-content/uploads/4943/4943_original.png,143268,6950,20.61
oc-content/uploads/4943/4943_thumbnail.png,70451,4006,17.59
oc-content/uploads/11188/11188_thumbnail.png,82790,5147,16.09
oc-content/uploads/11188/11188.png,415881,21712,19.15
oc-content/uploads/11188/11188_preview.png,243778,14396,16.93
oc-content/uploads/11188/11188_original.png,358938,21553,16.65
oc-content/uploads/71851/71851_thumbnail.png,89083,6758,13.18
oc-content/uploads/71851/71851_preview.png,243845,14336,17.01
oc-content/uploads/71851/71851.png,398941,19823,20.13
oc-content/uploads/71851/71851_original.png,187928,13420,14.0
oc-content/uploads/69092/69092_thumbnail.png,68155,4213,16.18
oc-content/uploads/69092/69092_preview.png,179542,8178,21.95
oc-content/uploads/69092/69092_original.png,143781,8289,17.35
oc-content/uploads/69092/69092.png,285639,10937,26.12
oc-content/uploads/83948/83948.png,302083,8286,36.46
oc-content/uploads/83948/83948_thumbnail.png,69465,3427,20.27
oc-content/uploads/83948/83948_original.png,205861,7150,28.79
oc-content/uploads/83948/83948_preview.png,185804,6144,30.24
oc-content/uploads/10866/10866_original.png,296112,14532,20.38
oc-content/uploads/10866/10866_preview.png,208897,8951,23.34
oc-content/uploads/10866/10866.png,358785,14260,25.16
oc-content/uploads/10866/10866_thumbnail.png,69186,4025,17.19
oc-content/uploads/37678/37678_original.png,212142,11058,19.18
oc-content/uploads/37678/37678_thumbnail.png,81328,4638,17.54
oc-content/uploads/37678/37678.png,380591,14558,26.14
oc-content/uploads/37678/37678_preview.png,230845,10040,22.99
oc-content/uploads/67108/67108.png,359690,33430,10.76
oc-content/uploads/67108/67108_preview.png,209791,21197,9.9
oc-content/uploads/67108/67108_original.png,302978,30790,9.84
oc-content/uploads/67108/67108_thumbnail.png,64293,5540,11.61
oc-content/uploads/59607/59607_preview.png,153204,9103,16.83
oc-content/uploads/59607/59607.png,244483,13388,18.26
oc-content/uploads/59607/59607_original.png,114599,8724,13.14
oc-content/uploads/59607/59607_thumbnail.png,60606,4265,14.21
